證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"1712","興農","4,270,073","89,073,511","20.50","21.05","20.50","21.00","+0.50","1,374"
"1713","國化","32,543","581,217","17.85","17.90","17.80","17.90","+0.10","18"
"1714","和桐","28,898,007","252,741,202","8.75","8.88","8.60","8.74","+0.59","6,706"
"1717","長興","9,189,538","311,899,792","34.10","34.75","33.50","34.00"," 0.00","5,350"
"1718","中纖","4,478,115","29,956,546","6.69","6.73","6.61","6.72","+0.11","950"
"1720","生達","556,460","23,350,191","41.65","42.45","41.60","42.05","+0.40","344"
"1721","三晃","1,992,787","21,263,454","10.50","11.10","10.40","10.40","+0.20","695"
"1722","台肥","2,594,121","148,495,997","56.80","57.70","56.80","57.50","+0.50","1,351"
"1723","中碳","271,338","25,265,572","93.50","93.50","92.70","93.30","-0.20","263"
"1724","台硝","4,088","50,965","12.45","12.50","12.45","12.50","+0.05","9"
"1725","元禎","10,022","137,709","13.80","13.80","13.70","13.75","-0.05","10"
"1726","永記","24,159","1,722,535","71.40","71.40","71.20","71.20"," 0.00","24"
"1727","中華化","145,714","1,521,686","10.45","10.50","10.30","10.40","-0.05","97"
"1730","花仙子","225,422","16,133,939","70.80","72.10","70.70","71.90","X0.00","182"
"1731","美吾華","1,025,500","17,424,400","16.95","17.25","16.75","16.90","-0.10","517"
"1732","毛寶","439,000","11,406,350","25.90","26.40","25.55","25.95","+0.55","288"
"1733","五鼎","330,103","8,932,518","27.00","27.50","26.90","26.90","-0.10","183"
"1734","杏輝","14,372,495","750,364,868","50.60","53.90","50.50","51.40","-0.50","8,993"
"1735","日勝化","1,000","17,000","17.00","17.00","17.00","17.00","+0.05","1"
"1736","喬山","2,329,154","163,818,748","72.00","72.20","69.20","69.30","-1.50","1,724"
"1737","臺鹽","329,829","10,472,956","31.75","31.85","31.65","31.85","+0.05","181"
"1760","寶齡富錦","3,246,076","384,142,196","114.00","122.00","113.00","121.00","+6.00","2,164"
"1762","中化生","3,717,470","203,130,782","54.00","55.50","53.10","55.50","+5.00","2,022"
"1773","勝一","215,731","22,661,486","106.50","106.50","104.00","105.50","-0.50","211"
"1776","展宇","1,000","17,000","17.00","17.00","17.00","17.00","-0.05","1"
"1783","和康生","224,002","5,774,052","25.55","26.00","25.45","25.80","+0.25","143"
"1786","科妍","59,189","3,825,590","64.20","65.20","64.20","64.60","+0.10","54"
"1789","神隆","3,125,943","102,634,490","31.85","33.50","31.85","32.50","+0.70","2,041"
"1795","美時","602,100","47,019,680","77.70","78.90","77.00","78.30","+0.60","424"
"1802","台玻","2,668,597","27,807,284","10.30","10.55","10.25","10.55","+0.25","1,014"
"1805","寶徠","62,037","562,383","9.06","9.18","9.00","9.17","+0.11","36"
"1806","冠軍","255,657","1,403,863","5.46","5.54","5.45","5.50","+0.04","132"
"1808","潤隆","393,623","27,006,899","68.90","68.90","68.40","68.70","-0.20","171"
"1809","中釉","617,462","6,555,164","10.65","10.70","10.55","10.60","+0.05","261"
"1810","和成","1,069,000","8,807,560","8.08","8.34","8.05","8.22","+0.19","370"
"1817","凱撒衛","37,150","1,117,732","30.15","30.15","30.05","30.10"," 0.00","29"
"1903","士紙","1,268,282","95,912,796","70.90","78.10","70.50","78.00","+7.00","897"
"1904","正隆","10,140,901","265,667,254","25.60","26.60","25.60","26.35","+0.80","4,426"
"1905","華紙","1,230,659","10,739,083","8.62","8.83","8.59","8.77","+0.13","448"
"1906","寶隆","592,372","7,768,303","13.00","13.20","13.00","13.15","+0.15","89"
"1907","永豐餘","11,092,141","162,810,143","14.45","14.85","14.45","14.75","+0.35","2,112"
"1909","榮成","4,469,625","66,936,338","14.80","15.05","14.75","15.00","+0.10","1,156"
"2002","中鋼","11,579,393","233,691,751","20.10","20.30","20.00","20.20"," 0.00","3,735"
"2002A","中鋼特","31,030","1,653,902","53.20","53.40","53.20","53.40"," 0.00","22"
"2006","東和鋼鐵","3,632,344","89,031,857","24.45","24.80","24.20","24.75","+0.20","1,267"
"2007","燁興","134,400","537,371","3.98","4.04","3.96","3.98","+0.03","52"
"2008","高興昌","1,242","15,313","12.35","12.35","12.35","12.35","-0.05","5"
"2009","第一銅","96,550","754,336","7.76","7.87","7.76","7.87"," 0.00","44"
"2010","春源","413,685","4,118,635","9.95","9.98","9.92","9.97","+0.07","127"
"2012","春雨","66,753","1,072,013","16.00","16.15","15.95","15.95","-0.05","505"
"2013","中鋼構","1,189,108","33,653,692","28.25","28.55","27.90","28.15","+0.25","599"
"2014","中鴻","5,198,077","43,005,292","8.20","8.37","8.09","8.35","+0.22","1,170"
"2015","豐興","234,505","13,033,576","55.70","55.70","55.40","55.70","+0.20","177"
"2017","官田鋼","148,330","1,137,234","7.63","7.77","7.63","7.68","+0.02","63"
"2020","美亞","301,500","4,796,745","15.90","15.95","15.80","15.95","+0.25","157"
"2022","聚亨","300,516","1,348,130","4.47","4.54","4.46","4.51","-0.01","111"
"2023","燁輝","533,470","4,580,961","8.58","8.63","8.54","8.62","+0.04","282"
"2024","志聯","56,151","876,904","15.75","15.75","15.55","15.60","-0.15","40"
"2025","千興","91,001","169,781","1.89","1.89","1.80","1.80","-0.04","32"
"2027","大成鋼","7,046,642","152,764,868","21.80","22.20","21.55","21.60","-0.20","3,485"
"2028","威致","111,738","1,038,294","9.25","9.31","9.25","9.27","-0.03","30"
"2029","盛餘","206,975","3,666,292","18.00","18.00","17.40","17.60","+0.40","111"
"2030","彰源","82,818","826,210","9.93","10.05","9.92","10.05","+0.07","68"
"2031","新光鋼","1,690,834","49,608,618","29.00","29.80","28.55","29.70","+0.90","929"
"2032","新鋼","230,100","2,024,220","8.70","8.95","8.70","8.73","+0.01","87"
"2033","佳大","28,803","258,416","8.92","9.06","8.92","8.95","-0.02","28"
"2034","允強","453,478","10,596,451","23.15","23.55","23.15","23.55","+0.40","200"
"2038","海光","1,935,299","15,126,473","7.55","7.99","7.52","7.77","+0.45","733"
"2049","上銀","1,773,663","561,681,671","315.50","319.50","311.50","318.50","+1.50","1,535"
"2059","川湖","386,308","125,734,177","328.00","328.50","324.50","327.00","-1.00","283"
"2062","橋椿","533,099","13,143,060","24.00","25.15","24.00","24.85","+0.65","344"
"2069","運錩","31,000","458,000","14.80","14.80","14.70","14.80"," 0.00","11"
"2101","南港","5,918,105","280,533,361","46.20","48.25","45.80","48.00","+1.80","3,171"
"2102","泰豐","1,905,177","41,317,204","21.55","21.95","21.45","21.65","+0.10","850"
"2103","台橡","1,453,638","23,938,484","16.35","16.60","16.30","16.55","+0.10","615"
"2104","國際中橡","3,264,370","64,216,536","19.20","19.85","19.20","19.70","+0.45","1,425"
"2105","正新","18,315,961","705,058,315","38.00","39.25","37.10","38.65","+0.90","6,576"
"2106","建大","2,916,955","87,456,450","29.85","30.25","29.45","30.00","+0.40","1,347"
"2107","厚生","1,220,913","22,012,384","18.05","18.10","17.95","18.00"," 0.00","434"
"2108","南帝","1,076,056","40,767,528","37.55","38.20","37.55","38.15","+0.25","707"
"2109","華豐","213,303","2,687,746","12.45","12.80","12.40","12.70","+0.25","92"
"2114","鑫永銓","25,050","1,962,555","78.20","78.70","78.10","78.70","+0.40","23"
"2115","六暉-KY","91,449","4,283,136","47.40","47.40","46.70","46.70","-0.30","76"
"2201","裕隆","8,910,301","213,357,639","24.20","24.25","23.55","23.85","-0.55","3,398"
"2204","中華","2,249,285","93,848,185","42.35","42.55","41.20","41.25","-0.30","1,288"
"2206","三陽工業","1,911,204","44,105,449","23.05","23.20","22.90","23.15","+0.10","772"
"2207","和泰車","391,408","253,263,016","646.00","658.00","641.00","645.00","-1.00","379"
"2208","台船","940,095","23,079,307","24.55","24.80","24.40","24.55"," 0.00","682"
"2227","裕日車","162,249","40,805,118","252.00","253.50","250.00","251.00","-2.00","154"
"2228","劍麟","122,225","9,673,712","79.80","79.80","78.70","79.30","+0.40","115"
"2231","為升","2,199,998","256,974,748","115.00","122.00","112.00","121.50","+4.50","1,660"
"2233","宇隆","340,914","23,037,191","67.30","68.10","67.20","67.50","+0.20","251"
"2236","百達-KY","23,217","381,997","16.35","16.75","16.15","16.50","+0.20","21"
"2239","英利-KY","125,206","9,569,721","75.90","77.20","75.50","77.10","+0.80","103"
"2243","宏旭-KY","83,600","985,320","11.50","12.40","11.40","11.80","+0.05","58"
"2301","光寶科","5,595,522","263,919,958","47.05","47.75","46.50","47.20","-0.60","3,214"
"2302","麗正","193,617","1,757,803","9.17","9.18","9.01","9.06","-0.07","110"
"2303","聯電","120,344,792","2,816,094,882","23.30","23.75","23.10","23.55","-0.20","30,927"
"2305","全友","363,715","2,533,834","6.90","7.05","6.90","6.98","+0.09","188"
"2308","台達電","4,379,274","884,389,198","204.50","204.50","200.00","201.50"," 0.00","2,518"
"2312","金寶","4,288,644","43,275,895","10.05","10.15","9.96","10.10","+0.05","1,063"
"2313","華通","30,936,647","1,543,682,666","49.20","50.70","48.30","50.50","+1.25","15,072"
"2314","台揚","1,543,810","37,031,940","24.00","24.30","23.80","24.10","+0.20","733"
"2316","楠梓電","1,088,452","34,420,414","31.50","31.90","31.15","31.85","+0.25","639"
"2317","鴻海","35,459,498","2,840,778,377","79.80","80.70","79.60","80.40","+0.90","13,587"
"2321","東訊","512,627","1,258,307","2.28","2.48","2.28","2.46","+0.20","122"
"2323","中環","41,052,764","330,191,547","7.83","8.34","7.83","8.02","+0.33","8,667"
"2324","仁寶","6,052,204","112,635,435","18.55","18.70","18.50","18.65","+0.05","2,244"
"2327","國巨","6,745,524","2,530,217,310","375.50","379.00","371.50","375.00","-1.50","5,301"
"2328","廣宇","2,446,563","45,458,662","18.35","18.70","18.30","18.60","+0.25","1,009"
"2329","華泰","4,174,775","46,777,335","11.10","11.50","11.00","11.45","+0.10","961"
"2330","台積電","24,259,947","10,332,447,763","424.00","428.00","423.00","427.00","-2.00","12,642"
"2331","精英","1,292,236","17,541,552","13.35","13.75","13.35","13.70","+0.35","528"
"2332","友訊","23,176,055","429,508,303","18.05","18.85","17.90","18.60","+0.70","7,056"
"2337","旺宏","10,141,302","306,197,944","30.10","30.35","30.05","30.30","+0.10","4,598"
"2338","光罩","3,750,727","110,680,114","29.35","29.75","29.25","29.60","+0.50","1,722"
"2340","光磊","3,361,852","68,922,229","20.45","20.75","20.05","20.70","+0.25","1,494"
"2342","茂矽","2,419,526","73,354,587","30.20","30.75","30.15","30.25","-0.15","1,267"
"2344","華邦電","12,564,840","164,693,631","13.10","13.20","13.00","13.15","-0.05","3,213"
"2345","智邦","7,392,805","1,673,392,431","224.00","228.50","222.00","228.50","+8.50","4,013"
"2347","聯強","4,218,124","191,872,882","46.05","46.05","45.10","45.55","-0.45","2,965"
"2348","海悅","1,130,252","102,331,220","92.00","92.30","89.50","90.10","-1.30","752"
"2349","錸德","17,238,706","102,973,905","5.83","6.13","5.74","6.04","+0.27","3,902"
"2351","順德","158,110","7,260,809","46.05","46.10","45.65","46.00","-0.05","108"
"2352","佳世達","5,406,687","98,533,673","18.15","18.35","18.05","18.15","+0.15","1,659"
"2353","宏碁","41,331,955","955,116,089","22.70","23.45","22.70","23.05","+0.40","15,009"
"2354","鴻準","1,964,636","104,919,379","53.10","53.70","53.00","53.60","+0.50","1,412"
"2355","敬鵬","884,140","22,803,925","25.70","26.00","25.60","25.80","-0.15","561"
"2356","英業達","15,570,520","368,459,561","23.90","23.95","23.55","23.65","-0.30","5,910"
"2357","華碩","6,825,597","1,667,395,168","243.00","247.50","240.00","245.00","+3.00","5,066"
"2358","廷鑫","156,002","2,327,328","15.05","15.05","14.75","14.95"," 0.00","70"
"2359","所羅門","323,967","6,106,873","18.70","19.00","18.65","18.95","+0.10","224"
"2360","致茂","2,875,328","455,980,487","155.00","160.00","154.50","159.00","+5.00","835"
"2362","藍天","818,240","24,170,605","29.50","29.75","29.20","29.55","+0.15","477"
"2363","矽統","7,686,366","97,866,349","12.45","12.95","12.40","12.85","+0.30","2,013"
"2364","倫飛","160,074","343,303","2.10","2.15","2.10","2.15"," 0.00","37"
"2365","昆盈","1,023,102","8,999,483","8.62","8.99","8.59","8.99","+0.40","377"
"2367","燿華","8,045,366","208,962,427","26.00","26.40","25.80","26.00"," 0.00","3,403"
"2368","金像電","123,761,636","6,470,239,582","51.10","54.60","49.65","53.10","+0.90","55,639"
"2369","菱生","3,739,731","43,790,847","11.50","11.90","11.45","11.70","+0.20","1,256"
"2371","大同","17,974,144","300,041,051","16.75","17.00","16.50","17.00","+0.50","2,439"
"2373","震旦行","8,714","724,101","83.00","83.30","83.00","83.20","+0.10","16"
"2374","佳能","308,284","3,769,131","12.20","12.40","12.10","12.30","+0.10","159"
"2376","技嘉","13,840,380","1,177,125,020","84.50","86.40","82.10","85.50","+1.50","8,879"
"2377","微星","6,727,948","963,191,512","140.50","146.00","139.00","144.00","+2.00","4,745"
"2379","瑞昱","4,839,784","1,940,820,169","390.50","407.00","390.50","406.50","+14.00","3,659"
"2380","虹光","923,427","4,565,675","4.99","5.04","4.85","4.99","-0.02","293"
"2382","廣達","44,662,142","3,580,953,412","77.00","82.00","76.80","81.00","+6.00","20,073"
"2383","台光電","1,207,300","204,841,443","168.50","171.50","168.00","170.50","+1.50","982"
"2385","群光","2,688,363","236,279,544","88.10","89.40","86.60","88.00","-0.30","1,982"
"2387","精元","27,694,466","1,844,580,429","63.00","68.40","62.50","68.40","+6.20","13,881"
"2388","威盛","1,671,204","61,570,320","36.70","37.25","36.20","37.20","+0.50","1,057"
"2390","云辰","3,876,141","71,778,653","18.45","18.90","18.30","18.45","-0.15","1,716"
"2392","正崴","2,010,347","80,905,296","40.20","40.60","40.00","40.20","-0.20","1,190"
"2393","億光","5,106,486","177,648,050","34.55","35.40","34.10","35.30","+0.75","2,571"
"2395","研華","994,935","302,254,730","307.50","307.50","301.50","301.50"," 0.00","572"
"2397","友通","41,000","2,823,100","68.60","69.10","68.50","69.10"," 0.00","29"
"2399","映泰","869,150","8,261,313","9.56","9.56","9.48","9.49","+0.01","308"
"2401","凌陽","6,595,951","83,757,011","12.50","12.95","12.35","12.85","+0.25","2,010"
"2402","毅嘉","2,868,401","46,855,015","15.85","16.70","15.85","16.25","+0.35","1,002"
"2404","漢唐","2,154,295","448,189,540","210.50","210.50","206.50","207.50","-4.50","1,699"
"2405","浩鑫","832,632","7,583,470","9.04","9.20","8.98","9.15","+0.11","336"
"2406","國碩","14,826,250","152,206,165","9.70","10.65","9.70","10.65","+0.95","4,693"
"2408","南亞科","11,210,587","613,663,042","54.50","55.20","54.10","55.10","-0.30","5,605"
"2409","友達","50,359,663","493,814,324","9.68","9.93","9.63","9.85","+0.11","13,873"
"2412","中華電","4,148,947","451,587,223","109.00","109.50","108.50","109.00","-0.50","2,105"
"2413","環科","184,362","2,827,350","15.40","15.45","15.25","15.25","-0.15","94"
"2414","精技","259,801","6,739,452","26.05","26.10","25.70","26.10","-0.05","184"
"2415","錩新","210,242","3,208,151","15.45","15.45","15.10","15.45"," 0.00","108"
"2417","圓剛","9,775,852","474,004,243","48.15","50.80","47.00","50.80","+2.65","5,779"
"2419","仲琦","370,183","8,030,629","21.50","22.00","21.20","21.95","+0.45","229"
"2420","新巨","164,051","5,626,241","34.25","34.40","34.20","34.35","+0.15","120"
"2421","建準","7,435,095","470,674,304","61.50","64.30","61.30","63.50","+1.90","4,743"
"2423","固緯","316,738","7,022,795","22.40","22.50","22.00","22.15","-0.20","151"
"2424","隴華","2,195","36,947","16.90","16.90","16.90","16.90","X0.00","9"
"2425","承啟","195,705","4,639,516","23.60","23.90","23.55","23.60","+0.05","151"
"2426","鼎元","27,100,620","423,150,538","15.30","16.05","15.15","15.70","+0.55","8,192"
"2427","三商電","288,374","3,033,427","10.50","10.55","10.45","10.55","+0.15","104"
"2428","興勤","1,041,578","108,172,897","102.50","105.00","101.50","104.50","+2.50","778"
"2429","銘旺科","26,011","467,146","18.00","18.00","17.85","17.85","-0.05","20"
"2430","燦坤","108,652","1,989,025","18.20","18.40","18.20","18.40","+0.05","71"
"2431","聯昌","462,096","4,506,585","9.71","9.89","9.61","9.83","+0.12","204"
"2433","互盛電","172,000","8,466,950","49.40","49.55","48.90","49.25","-0.20","116"
"2434","統懋","20,099","125,049","6.20","6.20","6.20","6.20","-0.18","12"
"2436","偉詮電","940,896","27,298,834","28.85","29.40","28.65","29.25","+0.35","543"
"2438","翔耀","4,289","33,234","7.79","7.79","7.75","7.75","-0.04","8"
"2439","美律","2,526,334","420,168,612","168.00","168.00","165.00","166.00","+0.50","1,865"
"2440","太空梭","632,882","6,455,343","10.20","10.20","10.15","10.20","+0.89","211"
"2441","超豐","824,097","42,769,028","51.40","52.30","51.20","51.90","+0.20","457"
"2442","新美齊","526,737","4,457,519","8.46","8.50","8.43","8.45","-0.09","199"
"2443","億麗","1,747,601","6,690,383","3.64","3.85","3.57","3.85","+0.35","376"
"2444","兆勁","210,440","3,006,635","14.20","14.45","14.15","14.45","+0.15","114"
"2448","晶電","15,281,380","656,638,738","42.95","43.35","42.35","43.05","+0.10","6,735"
"2449","京元電子","23,286,755","834,027,744","35.65","36.00","35.50","35.80","+0.30","9,600"
"2450","神腦","102,107","2,878,103","28.00","28.60","28.00","28.50","+0.50","79"
"2451","創見","781,324","50,668,318","64.90","64.90","64.60","64.70","-0.30","581"
"2453","凌群","2,913,838","51,970,351","17.20","18.10","17.20","17.95","+0.80","1,314"
"2454","聯發科","9,672,925","6,534,060,700","670.00","683.00","670.00","680.00","-4.00","7,620"
"2455","全新","678,053","57,812,280","84.80","86.00","84.40","86.00","+0.80","522"
"2456","奇力新","19,102,278","2,027,958,354","104.00","108.50","103.00","108.00","+5.00","11,441"
"2457","飛宏","1,186,521","11,118,397","9.35","9.51","9.27","9.32","+0.06","502"
"2458","義隆","7,099,108","981,618,336","137.00","141.50","133.00","141.50","+3.00","4,753"
"2459","敦吉","64,343","2,584,836","40.10","40.25","40.10","40.20","+0.05","50"
"2460","建通","794,140","8,938,864","11.25","11.80","11.10","11.25","-0.25","303"
"2461","光群雷","3,699,583","59,400,070","15.45","16.40","15.45","16.30","+0.90","1,667"
"2462","良得電","42,346","1,086,438","25.60","25.75","25.50","25.60","+0.20","28"
"2464","盟立","892,961","39,266,939","43.90","44.25","43.40","44.05","+0.55","623"
"2465","麗臺","4,023,262","50,764,173","12.10","13.10","11.90","12.75"," 0.00","1,578"
"2466","冠西電","116,000","3,333,850","28.70","28.80","28.55","28.80","+0.05","68"
"2467","志聖","287,102","8,043,806","28.10","28.15","27.90","28.05"," 0.00","179"
"2468","華經","168,140","2,405,937","14.35","14.40","14.20","14.35"," 0.00","89"
"2471","資通","99,041","2,071,511","21.30","21.30","20.85","20.85","-0.15","74"
"2472","立隆電","7,795,898","412,442,950","49.80","54.50","49.60","53.80","+4.20","4,731"
"2474","可成","12,792,482","2,633,439,256","208.00","209.50","203.00","206.00","-4.50","7,523"
"2476","鉅祥","79,964","1,549,594","19.40","19.45","19.25","19.45","+0.05","45"
"2477","美隆電","57,093","1,251,590","21.95","22.10","21.80","22.10","+0.15","37"
"2478","大毅","2,450,004","182,895,395","74.10","75.60","73.30","75.00","+0.60","1,682"
"2480","敦陽科","473,011","29,689,593","63.10","63.10","62.60","62.70","-0.40","354"
"2481","強茂","7,346,924","223,301,219","30.00","30.85","29.70","30.45","+0.40","3,887"
"2482","連宇","128,487","1,408,197","10.95","11.05","10.90","10.90","-0.10","92"
"2483","百容","89,207","1,712,214","19.20","19.25","19.10","19.25","+0.20","50"
"2484","希華","1,704,539","40,136,916","23.15","23.80","23.15","23.75","+0.60","782"
